id,student_id,account_id,resource_type,score,quiz_id,etl_last_updated_ts
10013919,1100008,0,quiz,7,54.0,2024-11-10 23:59:58
10013936,1100011,0,movie,0,,2024-10-30 00:00:00
10013952,1100084,8400001,movie,0,,2024-12-03 00:00:00
10014115,1100014,0,movie,0,,2025-01-07 00:00:00
10014162,1100071,0,movie,0,,2024-11-08 00:00:00
10014202,1100071,0,movie,0,,2024-11-12 23:59:58
10014581,1100070,0,quiz,2,59.0,2024-11-03 23:59:58
10014588,1100050,8400001,movie,0,,2025-01-04 00:00:00
10014600,1100018,8400001,quiz,7,55.0,2024-11-19 00:00:00
10014606,1100030,8400001,quiz,6,83.0,2024-10-17 00:00:00
10014655,1100030,8400001,quiz,7,53.0,2024-10-25 00:00:00
10014748,1100048,8400001,movie,0,,2024-11-01 00:00:00
10014932,1100029,8400002,movie,0,,2024-12-02 00:00:00
10015082,1100045,0,movie,0,,2024-12-04 00:00:00
10015152,1100048,8400001,movie,0,,2024-11-04 00:00:00
10015161,1100099,8400002,quiz,9,60.0,2025-01-15 00:00:00
10015177,1100073,8400002,quiz,4,75.0,2025-01-09 00:00:00
10015432,1100026,8400001,movie,0,,2025-01-02 00:00:00
10015516,1100093,0,movie,0,,2025-01-14 23:59:58
10015522,1100085,0,quiz,6,89.0,2024-10-24 23:59:58
10015599,1100067,0,movie,0,,2025-01-12 23:59:58
10015658,1100016,0,movie,0,,2024-10-16 23:59:58
10015692,1100042,0,movie,0,,2024-12-05 00:00:00
10015794,1100021,0,quiz,7,98.0,2024-11-20 23:59:58
10015805,1100073,8400002,movie,0,,2024-12-18 00:00:00
10015829,1100047,8400001,movie,0,,2025-01-07 00:00:00
10015906,1100068,0,movie,0,,2024-11-30 00:00:00
10015915,1100087,0,movie,0,,2025-01-08 00:00:00
10015953,1100043,0,movie,0,,2024-11-19 00:00:00
10016030,1100080,0,quiz,7,94.0,2025-01-09 00:00:00
10016058,1100098,0,quiz,10,63.0,2025-01-07 23:59:58
10016149,1100017,0,quiz,8,82.0,2025-01-09 23:59:58
10016243,1100017,8400002,movie,0,,2024-10-23 00:00:00
10016368,1100077,0,movie,0,,2024-11-13 23:59:58
10016386,1100045,0,quiz,8,94.0,2025-01-08 00:00:00
10016407,1100061,8400002,movie,0,,2024-12-11 00:00:00
10016878,1100006,8400001,movie,0,,2024-10-23 00:00:00
10017133,1100067,8400001,movie,0,,2025-01-17 00:00:00
10017301,1100064,8400002,movie,0,,2025-01-15 00:00:00
10017302,1100094,8400002,quiz,7,86.0,2025-01-02 00:00:00
10017331,1100007,8400002,movie,0,,2024-11-15 00:00:00
10017394,1100033,8400001,movie,0,,2025-01-14 00:00:00
10017488,1100069,0,movie,0,,2024-11-07 23:59:58
10017929,1100066,0,quiz,8,82.0,2024-10-23 23:59:58
10018065,1100088,0,movie,0,,2025-01-17 00:00:00
10018102,1100065,8400001,quiz,9,86.0,2024-11-15 00:00:00
10018382,1100068,0,quiz,10,73.0,2024-12-10 00:00:00
10018444,1100024,0,movie,0,,2025-01-04 00:00:00
10018447,1100081,8400001,quiz,2,77.0,2024-12-03 00:00:00
10018468,1100010,0,movie,0,,2025-01-04 00:00:00
10018492,1100023,0,quiz,9,85.0,2024-12-17 00:00:00
10018790,1100047,8400001,quiz,2,96.0,2024-10-21 00:00:00
10018879,1100008,0,quiz,5,65.0,2024-11-18 00:00:00
10018921,1100072,0,movie,0,,2024-10-27 00:00:00
10018939,1100030,8400001,movie,0,,2024-11-01 00:00:00
10019107,1100076,0,movie,0,,2024-11-17 00:00:00
10019237,1100029,0,movie,0,,2025-01-12 23:59:58
10019251,1100034,0,movie,0,,2024-11-02 23:59:58
10019731,1100059,0,movie,0,,2024-10-25 00:00:00
10019778,1100034,0,movie,0,,2025-01-15 23:59:58
10019818,1100097,8400002,movie,0,,2024-12-05 00:00:00
10019825,1100011,0,movie,0,,2024-11-12 00:00:00
10019839,1100095,0,quiz,7,87.0,2024-11-10 23:59:58
10019892,1100034,8400001,movie,0,,2024-12-02 00:00:00
10019954,1100073,8400002,movie,0,,2024-11-14 00:00:00
10020048,1100012,0,quiz,7,66.0,2024-12-13 23:59:58
10020067,1100093,8400001,movie,0,,2024-12-02 00:00:00
10020173,1100067,8400001,movie,0,,2024-12-18 00:00:00
10020311,1100084,8400001,quiz,10,81.0,2025-01-15 00:00:00
10020320,1100029,8400002,quiz,8,58.0,2024-10-25 00:00:00
10020494,1100033,8400001,movie,0,,2024-11-04 00:00:00
10020682,1100048,0,movie,0,,2024-10-27 23:59:58
10020751,1100049,8400002,movie,0,,2024-10-29 00:00:00
10020853,1100043,0,movie,0,,2024-12-15 00:00:00
10021054,1100043,0,movie,0,,2024-12-09 23:59:58
10021434,1100037,0,quiz,7,55.0,2024-11-13 00:00:00
10021559,1100089,8400002,movie,0,,2024-12-09 00:00:00
10021592,1100064,8400002,quiz,8,75.0,2024-11-02 00:00:00
10021609,1100043,0,quiz,6,76.0,2024-11-18 00:00:00
10021628,1100044,0,movie,0,,2025-01-08 00:00:00
10021673,1100073,8400002,quiz,2,69.0,2025-01-10 00:00:00
10021895,1100038,0,movie,0,,2025-01-08 00:00:00
10021976,1100029,8400002,movie,0,,2024-12-05 00:00:00
10022104,1100089,8400002,movie,0,,2024-12-12 00:00:00
10022488,1100089,8400002,movie,0,,2025-01-17 00:00:00
10022590,1100044,0,quiz,9,59.0,2024-11-09 23:59:58
10022913,1100029,8400002,movie,0,,2024-12-11 00:00:00
10022984,1100063,8400001,quiz,6,74.0,2024-11-11 00:00:00
10023151,1100081,8400001,quiz,6,82.0,2025-01-14 00:00:00
10023266,1100041,8400001,movie,0,,2025-01-15 00:00:00
10023326,1100027,0,quiz,9,53.0,2024-10-30 00:00:00
10023467,1100021,8400002,quiz,5,80.0,2024-10-23 00:00:00
10023723,1100029,0,movie,0,,2025-01-05 23:59:58
10023738,1100012,8400001,movie,0,,2024-12-30 00:00:00
10023766,1100051,8400002,movie,0,,2024-11-05 00:00:00
10023866,1100011,0,movie,0,,2024-11-12 23:59:58
10024119,1100060,8400002,movie,0,,2024-12-19 00:00:00
10024132,1100085,8400002,quiz,8,56.0,2024-10-28 00:00:00
10024142,1100078,8400002,movie,0,,2024-11-08 00:00:00
10024424,1100062,0,movie,0,,2024-10-26 00:00:00
10024501,1100013,0,quiz,10,54.0,2024-11-08 23:59:58
10024580,1100040,8400001,quiz,9,61.0,2024-12-11 00:00:00
10024761,1100049,8400002,quiz,7,64.0,2024-12-04 00:00:00
10024799,1100067,8400001,movie,0,,2024-11-12 00:00:00
10024889,1100010,0,movie,0,,2024-10-24 00:00:00
10024978,1100030,8400001,quiz,6,68.0,2024-11-18 00:00:00
10025205,1100075,8400002,movie,0,,2024-12-17 00:00:00
10025412,1100053,8400002,movie,0,,2024-10-25 00:00:00
10025521,1100086,0,quiz,9,92.0,2024-11-03 23:59:58
10025668,1100033,8400001,movie,0,,2025-01-15 00:00:00
10025779,1100067,8400001,movie,0,,2024-11-04 00:00:00
10025940,1100019,0,movie,0,,2024-12-16 00:00:00
10025952,1100024,0,movie,0,,2024-10-23 00:00:00
10026061,1100056,0,movie,0,,2024-11-13 00:00:00
10026102,1100022,0,movie,0,,2024-12-12 00:00:00
10026370,1100034,0,movie,0,,2024-11-10 23:59:58
10026383,1100011,0,movie,0,,2024-10-28 00:00:00
10026434,1100096,0,quiz,8,55.0,2024-11-19 23:59:58
10026633,1100088,0,movie,0,,2024-11-12 00:00:00
10027374,1100017,8400002,quiz,10,96.0,2024-12-17 00:00:00
10027466,1100034,8400001,quiz,10,56.0,2024-10-30 00:00:00
10027560,1100061,0,movie,0,,2024-11-04 23:59:58
10027813,1100057,0,quiz,7,60.0,2024-12-16 00:00:00
10028054,1100071,0,movie,0,,2024-11-15 00:00:00
10028065,1100054,8400001,quiz,7,87.0,2024-12-22 00:00:00
10028112,1100052,0,movie,0,,2024-10-23 23:59:58
10028150,1100064,8400002,movie,0,,2024-11-06 00:00:00
10028281,1100090,8400001,movie,0,,2024-11-12 00:00:00
10028282,1100048,8400001,quiz,6,67.0,2024-11-12 00:00:00
10028297,1100010,0,quiz,10,96.0,2024-12-02 23:59:58
10028358,1100082,0,quiz,8,90.0,2024-10-21 00:00:00
10028395,1100076,0,movie,0,,2024-11-24 00:00:00
10028587,1100078,8400002,quiz,8,71.0,2024-10-17 00:00:00
10028707,1100015,0,quiz,6,93.0,2024-10-21 23:59:58
10028727,1100071,0,quiz,4,68.0,2024-12-01 23:59:58
10028780,1100058,0,movie,0,,2025-01-09 23:59:58
10028952,1100012,8400001,quiz,9,93.0,2024-12-30 00:00:00
10029000,1100007,8400002,movie,0,,2024-12-16 00:00:00
10029055,1100040,8400001,movie,0,,2024-11-08 00:00:00
10029175,1100036,0,movie,0,,2024-12-10 00:00:00
10029278,1100054,8400001,quiz,6,93.0,2024-12-04 00:00:00
10029355,1100048,8400001,movie,0,,2025-01-09 00:00:00
10029510,1100069,0,quiz,1,85.0,2024-12-08 23:59:58
10029686,1100099,8400002,movie,0,,2025-01-13 00:00:00
10029716,1100092,8400002,quiz,5,82.0,2024-11-18 00:00:00
10029925,1100010,0,movie,0,,2024-12-09 00:00:00
10030262,1100063,8400001,movie,0,,2024-11-08 00:00:00
10030437,1100055,0,movie,0,,2024-11-24 23:59:58
10030789,1100044,0,movie,0,,2024-10-17 23:59:58
10030929,1100048,8400001,quiz,6,87.0,2025-01-16 00:00:00
10031046,1100001,0,quiz,7,87.0,2024-11-20 00:00:00
10031092,1100063,8400001,movie,0,,2024-11-21 00:00:00
10031245,1100063,8400001,movie,0,,2024-11-18 00:00:00
10031493,1100054,8400001,movie,0,,2024-11-07 00:00:00
10031706,1100097,0,movie,0,,2024-12-13 23:59:58
10031926,1100044,0,movie,0,,2024-11-19 00:00:00
10032006,1100038,0,movie,0,,2025-01-02 00:00:00
10032021,1100060,8400002,movie,0,,2024-11-20 00:00:00
10032096,1100029,0,movie,0,,2024-10-16 23:59:58
10032098,1100062,0,quiz,6,88.0,2024-11-15 23:59:58
10032192,1100017,8400002,quiz,6,63.0,2024-11-05 00:00:00
10032231,1100026,8400001,movie,0,,2024-10-23 00:00:00
10032299,1100086,8400002,movie,0,,2024-10-28 00:00:00
10032423,1100040,0,movie,0,,2024-11-24 23:59:58
10032500,1100012,0,movie,0,,2024-12-05 23:59:58
10032654,1100032,8400001,quiz,6,92.0,2024-10-21 00:00:00
10032690,1100027,0,quiz,8,66.0,2024-12-02 00:00:00
10032814,1100063,8400001,quiz,7,87.0,2024-10-17 00:00:00
10032827,1100086,8400002,quiz,8,68.0,2025-01-15 00:00:00
10033061,1100085,0,quiz,9,94.0,2024-10-27 23:59:58
10033151,1100081,0,quiz,5,63.0,2025-01-14 23:59:58
10033170,1100012,8400001,movie,0,,2024-11-15 00:00:00
10033407,1100091,0,movie,0,,2024-12-01 23:59:58
10033601,1100084,8400001,quiz,7,61.0,2024-11-12 00:00:00
10033646,1100041,8400001,quiz,7,95.0,2024-10-31 00:00:00
10033845,1100029,8400002,movie,0,,2025-01-10 00:00:00
10033872,1100057,0,movie,0,,2025-01-15 00:00:00
10033964,1100031,8400001,movie,0,,2024-10-17 00:00:00
10033971,1100015,0,quiz,4,71.0,2024-11-05 00:00:00
10034180,1100008,0,movie,0,,2024-12-05 00:00:00
10034445,1100027,0,quiz,9,61.0,2024-10-20 23:59:58
10034641,1100076,0,movie,0,,2024-10-24 00:00:00
10034662,1100054,0,movie,0,,2025-01-15 23:59:58
10034796,1100002,8400001,quiz,9,66.0,2024-10-26 00:00:00
10034851,1100026,8400001,movie,0,,2024-10-17 00:00:00
10035160,1100068,0,movie,0,,2024-12-04 00:00:00
10035161,1100056,0,movie,0,,2024-11-13 00:00:00
10035226,1100064,8400002,quiz,8,66.0,2024-10-28 00:00:00
10035229,1100062,0,quiz,6,97.0,2024-11-07 00:00:00
10035267,1100030,8400001,quiz,5,54.0,2024-12-01 00:00:00
10035302,1100085,0,quiz,8,72.0,2024-10-24 23:59:58
10035331,1100069,0,quiz,3,93.0,2025-01-15 23:59:58
10035402,1100004,8400002,movie,0,,2024-11-01 00:00:00
10035516,1100059,0,movie,0,,2024-12-09 00:00:00
10035559,1100020,0,movie,0,,2025-01-12 23:59:58
10035678,1100060,0,movie,0,,2024-12-12 23:59:58
10035690,1100099,8400002,movie,0,,2024-11-14 00:00:00
10035857,1100090,8400001,quiz,8,93.0,2025-01-17 00:00:00
10035871,1100012,8400001,movie,0,,2024-12-16 00:00:00
10035906,1100028,8400001,movie,0,,2024-12-17 00:00:00
10035956,1100050,8400001,movie,0,,2025-01-17 00:00:00
10036025,1100052,8400001,quiz,9,73.0,2024-10-24 00:00:00
10036060,1100013,8400002,quiz,5,99.0,2024-11-13 00:00:00
10036093,1100083,8400002,movie,0,,2024-12-04 00:00:00
10036147,1100083,0,quiz,8,65.0,2024-10-29 23:59:58
10036152,1100079,8400001,movie,0,,2024-11-30 00:00:00
10036320,1100038,0,movie,0,,2024-11-19 00:00:00
10036351,1100043,0,quiz,10,85.0,2024-10-29 00:00:00
10036369,1100028,8400001,movie,0,,2025-01-15 00:00:00
10036433,1100098,8400001,movie,0,,2024-11-21 00:00:00
10036503,1100015,0,movie,0,,2024-12-10 23:59:58
10036551,1100011,0,movie,0,,2024-12-12 00:00:00
10036597,1100048,0,quiz,7,68.0,2024-10-22 23:59:58
10036933,1100007,8400002,quiz,4,63.0,2024-11-06 00:00:00
10037077,1100052,8400001,movie,0,,2024-12-06 00:00:00
10037101,1100007,8400002,quiz,4,83.0,2024-11-11 00:00:00
10037196,1100044,0,quiz,5,72.0,2024-11-10 00:00:00
10037197,1100067,8400001,movie,0,,2024-11-14 00:00:00
10037417,1100039,8400002,quiz,9,83.0,2025-01-02 00:00:00
10037498,1100017,8400002,movie,0,,2024-11-01 00:00:00
10037627,1100046,8400002,movie,0,,2024-12-03 00:00:00
10037669,1100089,8400002,quiz,0,97.0,2024-10-29 00:00:00
10037701,1100059,0,movie,0,,2024-11-06 00:00:00
10037775,1100090,0,quiz,8,75.0,2025-01-02 23:59:58
10037790,1100010,0,movie,0,,2024-12-07 00:00:00
10038251,1100037,0,quiz,6,74.0,2024-11-07 00:00:00
10038273,1100019,0,quiz,5,79.0,2024-12-09 00:00:00
10038315,1100090,8400001,quiz,7,53.0,2025-01-15 00:00:00
10038358,1100019,0,quiz,2,100.0,2025-01-12 23:59:58
10038546,1100092,0,movie,0,,2024-11-12 23:59:58
10038585,1100066,0,movie,0,,2024-11-14 23:59:58
10038636,1100040,8400001,quiz,8,63.0,2024-12-12 00:00:00
10038650,1100048,8400001,quiz,8,99.0,2024-12-03 00:00:00
10038675,1100008,0,quiz,4,66.0,2024-10-28 00:00:00
10038791,1100001,0,quiz,5,84.0,2025-01-14 00:00:00
10039232,1100027,0,movie,0,,2024-11-13 00:00:00
10039461,1100045,0,movie,0,,2024-12-09 23:59:58
10039679,1100014,0,movie,0,,2024-10-29 23:59:58
10039722,1100039,0,movie,0,,2024-12-20 23:59:58
10039728,1100017,8400002,movie,0,,2024-12-11 00:00:00
10039875,1100049,0,quiz,8,91.0,2024-11-03 23:59:58
10039889,1100061,8400002,quiz,5,63.0,2024-11-21 00:00:00
10039912,1100068,0,movie,0,,2025-01-05 23:59:58
10039993,1100039,8400002,quiz,8,73.0,2024-10-22 00:00:00
10040047,1100053,8400002,movie,0,,2024-10-21 00:00:00
10040142,1100009,8400002,movie,0,,2024-11-13 00:00:00
10040507,1100030,8400001,movie,0,,2024-10-31 00:00:00
10040593,1100033,8400001,movie,0,,2024-10-31 00:00:00
10041374,1100040,8400001,movie,0,,2025-01-17 00:00:00
10041390,1100045,0,quiz,10,100.0,2024-10-17 23:59:58
10041499,1100029,8400002,movie,0,,2024-10-18 00:00:00
10041518,1100050,8400001,quiz,6,78.0,2024-12-28 00:00:00
10041568,1100065,8400001,movie,0,,2024-10-30 00:00:00
10041728,1100031,8400001,movie,0,,2024-10-22 00:00:00
10041954,1100091,0,quiz,9,100.0,2024-11-28 23:59:58
10042055,1100045,0,movie,0,,2025-01-09 00:00:00
10042080,1100054,8400001,movie,0,,2024-12-12 00:00:00
10042117,1100096,0,quiz,2,68.0,2025-01-03 00:00:00
10042187,1100098,8400001,quiz,10,85.0,2024-11-21 00:00:00
10042223,1100071,0,movie,0,,2024-12-13 00:00:00
10042226,1100073,8400002,quiz,4,63.0,2025-01-17 00:00:00
10042415,1100087,0,quiz,8,60.0,2024-12-06 00:00:00
10042425,1100022,0,movie,0,,2024-12-09 00:00:00
10042430,1100004,8400002,movie,0,,2024-11-24 00:00:00
10042490,1100067,8400001,quiz,8,100.0,2024-11-27 00:00:00
10042857,1100089,8400002,movie,0,,2024-11-25 00:00:00
10042991,1100037,0,movie,0,,2025-01-13 00:00:00
10043244,1100006,0,quiz,6,90.0,2025-01-13 23:59:58
10043247,1100072,0,movie,0,,2024-10-18 00:00:00
10043617,1100066,0,movie,0,,2025-01-12 23:59:58
10043875,1100026,0,movie,0,,2024-12-03 23:59:58
10043886,1100031,8400001,movie,0,,2024-12-11 00:00:00
10043946,1100087,0,quiz,9,84.0,2024-12-07 00:00:00
10043974,1100065,0,quiz,8,86.0,2025-01-13 23:59:58
10044081,1100032,8400001,quiz,3,60.0,2024-11-14 00:00:00
10044114,1100040,8400001,movie,0,,2024-11-13 00:00:00
10044224,1100096,0,movie,0,,2024-12-01 23:59:58
10044397,1100056,0,quiz,3,55.0,2024-10-24 00:00:00
10044501,1100006,8400001,quiz,8,94.0,2025-01-02 00:00:00
10044630,1100015,0,movie,0,,2025-01-15 00:00:00
10044663,1100007,8400002,quiz,0,96.0,2024-11-13 00:00:00
10044685,1100049,8400002,quiz,7,65.0,2025-01-10 00:00:00
10044715,1100093,8400001,movie,0,,2024-11-02 00:00:00
10044967,1100044,0,quiz,7,73.0,2025-01-17 00:00:00
10045082,1100040,0,movie,0,,2024-12-11 23:59:58
10045295,1100058,0,movie,0,,2024-11-04 23:59:58
10045383,1100062,0,movie,0,,2024-12-09 00:00:00
10045557,1100093,0,movie,0,,2024-11-10 23:59:58
10045591,1100023,0,quiz,8,77.0,2024-12-13 00:00:00
10045689,1100060,0,movie,0,,2024-10-26 23:59:58
10045922,1100012,8400001,quiz,9,57.0,2024-10-30 00:00:00
10046063,1100075,0,quiz,3,58.0,2024-10-16 23:59:58
10046225,1100014,0,movie,0,,2025-01-02 00:00:00
10046385,1100092,8400002,quiz,5,67.0,2024-11-11 00:00:00
10046560,1100044,0,quiz,6,56.0,2024-11-07 00:00:00
10046645,1100022,0,movie,0,,2024-11-18 23:59:58
10046691,1100036,0,movie,0,,2024-10-28 00:00:00
10046782,1100001,0,movie,0,,2024-11-12 00:00:00
10047074,1100094,8400002,movie,0,,2024-12-29 00:00:00
10047081,1100091,0,movie,0,,2024-11-07 00:00:00
10047178,1100032,8400001,movie,0,,2024-11-22 00:00:00
10047191,1100087,0,movie,0,,2024-11-18 00:00:00
10047226,1100015,0,quiz,6,53.0,2024-11-24 23:59:58
10047271,1100031,0,quiz,2,82.0,2025-01-15 23:59:58
10047509,1100075,8400002,quiz,2,90.0,2024-12-04 00:00:00
10047654,1100037,0,movie,0,,2024-12-10 00:00:00
10047686,1100078,0,movie,0,,2024-11-12 23:59:58
10047887,1100047,8400001,quiz,2,63.0,2024-11-13 00:00:00
10047955,1100083,8400002,quiz,7,52.0,2024-11-15 00:00:00
